Date,Open,High,Low,Close,Adj Close,Volume
2023-07-18,64.37000274658203,65.12000274658203,63.75,64.94000244140625,64.6261978149414,10402300
2023-07-19,65.62999725341797,65.76000213623047,64.80000305175781,64.95999908447266,64.64608764648438,9463900
2023-07-20,64.4000015258789,65.55000305175781,64.25,64.69000244140625,64.37738800048828,12745100
2023-07-21,65.29000091552734,66.16000366210938,64.33999633789062,65.6500015258789,65.33275604248047,24536900
2023-07-24,65.36000061035156,66.63999938964844,65.22000122070312,65.4800033569336,65.16358184814453,10272700
2023-07-25,65.4000015258789,66.0,65.08000183105469,65.68000030517578,65.36260986328125,8610900
2023-07-26,65.0,67.87999725341797,65.0,67.37999725341797,67.05438995361328,14920600
2023-07-27,70.4800033569336,72.33999633789062,69.95999908447266,71.06999969482422,70.72657012939453,25068300
2023-07-28,71.58000183105469,72.12999725341797,70.66000366210938,71.19999694824219,70.8559341430664,11932900
2023-07-31,71.12000274658203,71.7699966430664,70.87000274658203,71.38999938964844,71.04501342773438,11193800
2023-08-01,71.0,71.08000183105469,69.88999938964844,70.76000213623047,70.41806030273438,13141100
2023-08-02,69.75,69.8499984741211,67.33999633789062,68.16999816894531,67.840576171875,14004400
2023-08-03,67.56999969482422,69.38999938964844,67.16000366210938,69.18000030517578,68.84569549560547,11075200
2023-08-04,69.5,70.93000030517578,69.12999725341797,69.91000366210938,69.57217407226562,11250200
2023-08-07,69.8499984741211,70.2300033569336,68.83000183105469,69.37999725341797,69.04473114013672,10537500
2023-08-08,68.69999694824219,68.76000213623047,66.95999908447266,67.6500015258789,67.32308959960938,14767800
2023-08-09,67.77999877929688,67.97000122070312,66.62000274658203,66.69999694824219,66.37767791748047,10043200
2023-08-10,67.05999755859375,67.45999908447266,64.93000030517578,65.44000244140625,65.123779296875,12775300
2023-08-11,64.9000015258789,65.30999755859375,64.06999969482422,64.37000274658203,64.05895233154297,11820800
2023-08-14,64.37000274658203,68.4800033569336,64.19999694824219,68.27999877929688,67.9500503540039,21954000
2023-08-15,67.58999633789062,67.62999725341797,65.31999969482422,65.33000183105469,65.0143051147461,13808500
2023-08-16,65.0,65.2300033569336,64.08999633789062,64.22000122070312,63.909671783447266,9895400
2023-08-17,64.48999786376953,64.70999908447266,63.400001525878906,63.560001373291016,63.25286102294922,9933300
2023-08-18,62.310001373291016,63.86000061035156,61.75,63.59000015258789,63.282711029052734,9573600
2023-08-21,63.68000030517578,64.19000244140625,62.86000061035156,63.959999084472656,63.65092468261719,11311900
2023-08-22,64.30000305175781,65.08000183105469,63.290000915527344,63.40999984741211,63.103580474853516,8877800
2023-08-23,63.56999969482422,65.62000274658203,63.16999816894531,65.19000244140625,64.8749771118164,10747400
2023-08-24,66.13999938964844,66.23999786376953,63.369998931884766,63.689998626708984,63.38222885131836,12661600
2023-08-25,63.459999084472656,64.38999938964844,62.630001068115234,63.720001220703125,63.41208267211914,9409000
2023-08-28,65.72000122070312,66.11000061035156,64.66000366210938,65.30999755859375,64.99439239501953,9904900
2023-08-29,64.9000015258789,67.02999877929688,64.87000274658203,66.68000030517578,66.35778045654297,9955000
2023-08-30,67.19000244140625,68.69999694824219,66.5199966430664,68.08999633789062,67.7609634399414,16892200
2023-08-31,67.97000122070312,70.54000091552734,67.97000122070312,69.94000244140625,69.6020278930664,18420900
2023-09-01,70.20999908447266,70.62000274658203,69.55000305175781,70.38999938964844,70.04985046386719,10769200
2023-09-05,69.91000366210938,71.16000366210938,69.52999877929688,70.29000091552734,69.9503402709961,11144300
2023-09-06,70.12999725341797,70.66000366210938,69.63999938964844,70.41000366210938,70.06975555419922,9192800
2023-09-07,69.44999694824219,70.29000091552734,69.0999984741211,69.87000274658203,69.53236389160156,12043200
2023-09-08,69.7699966430664,70.61000061035156,69.61000061035156,70.18000030517578,69.84087371826172,9805000
2023-09-11,70.83000183105469,70.86000061035156,69.30999755859375,70.02999877929688,69.69158935546875,9310400
2023-09-12,69.95999908447266,71.69000244140625,69.79000091552734,70.30999755859375,69.9702377319336,11062100
2023-09-13,71.05000305175781,71.86000061035156,70.36000061035156,70.8499984741211,70.50762939453125,14525500
2023-09-14,71.66999816894531,72.2300033569336,71.27999877929688,71.79000091552734,71.44308471679688,11170300
2023-09-15,71.29000091552734,71.62999725341797,69.63999938964844,69.87999725341797,69.54232025146484,16411400
2023-09-18,70.6500015258789,71.05000305175781,69.91000366210938,70.5,70.1593246459961,12735700
2023-09-19,70.62000274658203,71.05999755859375,69.97000122070312,70.70999908447266,70.36830139160156,10399000
2023-09-20,70.94999694824219,72.30999755859375,69.6500015258789,69.68000030517578,69.3432846069336,15522100
2023-09-21,69.0,69.29000091552734,67.83000183105469,67.9000015258789,67.57189178466797,14967500
2023-09-22,68.58999633789062,69.75,67.79000091552734,68.87999725341797,68.54714965820312,15487200
2023-09-25,68.29000091552734,69.19000244140625,67.61000061035156,68.58000183105469,68.24860382080078,14900000
2023-09-26,67.97000122070312,69.05000305175781,67.58999633789062,67.94000244140625,67.61168670654297,12752500
2023-09-27,68.12000274658203,68.8499984741211,66.75,68.20999908447266,67.88037872314453,20852300
2023-09-28,65.97000122070312,67.08999633789062,63.83000183105469,65.19999694824219,64.88492584228516,46749800
2023-09-29,66.36000061035156,68.7300033569336,66.36000061035156,68.02999877929688,67.70125579833984,24307500
2023-10-02,68.23999786376953,69.27999877929688,67.05999755859375,67.95999908447266,67.63159942626953,14880500
2023-10-03,67.16999816894531,69.6500015258789,67.11000061035156,67.83000183105469,67.50222778320312,12481500
2023-10-04,68.30999755859375,68.5,67.12000274658203,68.11000061035156,67.78087615966797,12912800
2023-10-05,68.61000061035156,69.54000091552734,68.33999633789062,69.05000305175781,68.71632385253906,14045000
2023-10-06,68.70999908447266,70.33000183105469,68.0,69.95999908447266,69.73808288574219,15105100
2023-10-09,69.61000061035156,69.94999694824219,68.58000183105469,69.4800033569336,69.25960540771484,8588700
2023-10-10,69.48999786376953,70.11000061035156,68.88999938964844,69.06999969482422,68.85089874267578,9007600
2023-10-11,69.72000122070312,70.2699966430664,68.93000030517578,70.20999908447266,69.9872817993164,11165300
2023-10-12,70.38999938964844,70.72000122070312,69.30000305175781,69.75,69.52873992919922,11408700
2023-10-13,69.87000274658203,70.05999755859375,69.08999633789062,69.20999908447266,68.9904556274414,10287900
2023-10-16,69.01000213623047,70.02999877929688,68.13999938964844,69.08000183105469,68.86087799072266,11294100
2023-10-17,68.06999969482422,69.62999725341797,67.62000274658203,69.0,68.7811279296875,11843000
2023-10-18,68.01000213623047,69.55000305175781,67.9800033569336,69.13999938964844,68.9206771850586,11201000
2023-10-19,69.68000030517578,69.77999877929688,67.18000030517578,67.52999877929688,67.31578063964844,18111000
2023-10-20,67.55999755859375,68.5199966430664,67.13999938964844,67.22000122070312,67.00676727294922,11501700
2023-10-23,66.81999969482422,68.16000366210938,66.2300033569336,66.87999725341797,66.6678466796875,9762000
2023-10-24,67.29000091552734,68.3499984741211,67.12999725341797,68.06999969482422,67.85407257080078,8450700
2023-10-25,68.48999786376953,69.19999694824219,65.9000015258789,66.5,66.28905487060547,11924300
2023-10-26,66.44999694824219,67.44000244140625,63.880001068115234,64.52999877929688,64.32530212402344,16697900
2023-10-27,64.91999816894531,66.2699966430664,64.87999725341797,65.6500015258789,65.4417495727539,9980300
2023-10-30,66.36000061035156,67.55000305175781,65.16999816894531,66.06999969482422,65.86041259765625,10667700
2023-10-31,66.08000183105469,67.06999969482422,65.26000213623047,66.87000274658203,66.65788269042969,8268400
2023-11-01,67.0,69.66000366210938,67.0,69.4000015258789,69.17985534667969,16777500
2023-11-02,70.31999969482422,71.02999877929688,69.75,70.44000244140625,70.21656036376953,11926000
2023-11-03,71.30000305175781,73.19000244140625,71.1500015258789,72.58000183105469,72.34976959228516,14455400
2023-11-06,72.58000183105469,72.98999786376953,72.0199966430664,72.91999816894531,72.68868255615234,10073900
2023-11-07,72.4800033569336,73.12999725341797,71.70999908447266,72.80000305175781,72.56907653808594,8248400
2023-11-08,72.62000274658203,72.77999877929688,71.72000122070312,72.27999877929688,72.05071258544922,9917600
2023-11-09,73.55000305175781,76.0999984741211,73.5,73.56999969482422,73.33661651611328,22435900
2023-11-10,74.44000244140625,75.80999755859375,73.56999969482422,75.36000061035156,75.1209487915039,12306000
2023-11-13,74.1500015258789,75.19999694824219,73.38999938964844,74.77999877929688,74.54279327392578,9116000
2023-11-14,76.0,77.44999694824219,75.91000366210938,77.16999816894531,76.92520141601562,12972700
2023-11-15,77.5,77.5,76.30999755859375,77.13999938964844,76.89529418945312,9954000
2023-11-16,76.88999938964844,77.4800033569336,76.4800033569336,76.66999816894531,76.42678833007812,12989000
2023-11-17,76.5999984741211,77.94000244140625,76.47000122070312,77.55999755859375,77.31396484375,9376900
2023-11-20,77.33999633789062,78.91000366210938,77.12999725341797,78.62000274658203,78.37061309814453,11424100
2023-11-21,77.8499984741211,77.93000030517578,76.30999755859375,76.70999908447266,76.46666717529297,12016700
2023-11-22,77.19999694824219,78.44999694824219,76.8499984741211,77.0999984741211,76.85542297363281,8579500
2023-11-24,76.68000030517578,77.01000213623047,76.37000274658203,76.87000274658203,76.62615966796875,4349600
2023-11-27,76.87000274658203,78.29000091552734,76.66000366210938,77.51000213623047,77.26412963867188,11005600
2023-11-28,75.08000183105469,76.23999786376953,73.98999786376953,76.12000274658203,75.8785400390625,19225700
2023-11-29,77.44999694824219,79.0199966430664,76.37999725341797,76.69000244140625,76.44673156738281,14062900
2023-11-30,76.81999969482422,77.0,74.97000122070312,76.12000274658203,75.8785400390625,21701600
2023-12-01,76.01000213623047,76.54000091552734,75.08999633789062,75.93000030517578,75.68914031982422,14353100
2023-12-04,75.41999816894531,75.5999984741211,73.33000183105469,74.29000091552734,74.0543441772461,11659300
2023-12-05,73.47000122070312,73.97000122070312,73.04000091552734,73.69000244140625,73.45624542236328,8800500
2023-12-06,75.30000305175781,75.4000015258789,72.93000030517578,73.12999725341797,72.89801788330078,8883900
